date,review,rating,isEdited,title,userName
2024-03-19 02:36:50,Admin kenapa di ios tidak bisa ? Keluar notif jaringan padahal jariangannya aman,1,False,Tidak memuaskan,Lukman777886
2024-03-07 08:15:04,"Baru download, ada ulasan di media online tanpa datang ke dukcapil, realitasnya harus minta scan barcode ke dukcapil... aplikasi utk mempermudah dan tanpa harus tatap muka. Sebagai bahan pengembangan, user requirement perlu mjd bahan utama perbaikan",3,False,Untuk pengembangan aplikasi,Teguhsaja
2024-03-19 01:18:43,Kok lelet banget ?,1,False,Gak bisa kebuka,Akhmad Agus Supiani
2024-03-19 01:18:15,Tolong diperbaiki lagi untuk akses nya khusus pengguna iphone tidak bisa melakukan login!,1,False,APLIKASI EROR,Mushlihul
2024-03-19 00:19:00,tidak bisa memuat. aplikasi macam apa ini,1,False,loading sangat lama,dkydrmawan
2024-03-18 23:55:15,Tidak bisa diakses setelah diunduh,1,False,Koneksi bermasalah,94theodore
2024-03-18 16:06:31,Baru download tetapi tidak bisa dibuka aplikasinya,1,False,Aplikasi tidak berfungsi dengan baik,Hfhsjis
2024-03-18 03:27:17,Saya sangat kecewa kepada pemerintah. Masa tiap kecamatan gaada blankon. Saya kehilangan ktp saya malah di suruh bkin digital ktp pake aplikasi ini. Bilang nya bisa di gunakan untuk keperluan apapun. Kenyataan nya tidak. Saya kesulitan membuat rekening baru karna di seluruh bank gabisa pake KTP digital! Pihak bank bilng blm ada peraturan memakai KTP digital! Jadi gimana ini? Ktp digital nya tidak bisa berguna …!,1,False,Keluhan,pengguna digital ktp
2024-03-14 07:57:16,Mengapa aplikasi IKD ini hanya bisa di akses jika HP kita tersambung WIFI jika pake data selular aplikasi error tidak bisa di akses mohon solusinya,1,False,Aplikasi hanya bisa digunakan jika kita tersambung Ke WiFi,Rahmadawal
2024-03-10 15:33:45,kocak katanta digital ngapain harus dateng ke dukcapil,1,False,kocak,jey444
2024-03-04 13:41:22,ini saya udah daftar di capil beberapa bulan kemarin trz saya ganti hp dan di hape baru download IKD lagi tapi cuma ada menu daftar menu login gak ada???? kan aneh,3,False,Tidak ada menu login,masbay19
2024-03-07 05:16:56,"semua penanganan Tidak ada yang beres mulai Akte kematian,Kk,KTP di bikin Edan.",1,False,Tidak sesuai Harapan,Sanusi211293
2024-03-05 00:23:03,Apl gjls lemot jaringan padahal lancar jaya,1,False,Apl konyol,Tffghccd
2024-03-04 11:33:13,"Katanya canggih serba online🤣 sdh dtg dikantor capil, sdh daftar online pas discan eh katanya komputernya eror. Lawak bener. Paling bener mmg pake calo ga ada berapa jam sdh jadi.",1,False,Lawak,Widyals
2024-03-04 06:04:23,"Tolong dong , bikin app yg user friendly. 
Aplikasi selalu loading. Lama sekali dibukanya. 
Era digitalisasi yg notabene memudahkan rakyat. Tapi malah bikin riweh krna aplikasi ga bisa dibuka",1,False,Not useful,leli28373
2024-03-04 04:37:50,parah,1,False,jaringan stabil koneksi gagal terus heran,asepbedog77
2024-03-04 04:12:02,UNTUK APA DIBIKIN ONLINE KALAU UJUNG”NYA SAAT DAFTAR HARUS KE KANTOR DUKCAPIL LAGI?,1,False,GAK GUNA,Toni00123
2024-02-24 12:43:32,Mau daftar ktp digital malah ribet musti minta kode qr ke dukcapil masa 🤦‍♂️,3,False,Repot,YahGitu
2024-03-01 12:54:44,aplikasinya ko gabisa dibuka yah setengah jam aku tungguin tapi ke ke buka,1,False,aplikasinya ko gabisa dibuka yah setengah jam aku tungguin tapi ke ke buka,yufermanlase
2024-02-28 14:33:36,Lama banget loadingnya,1,False,Lemot,Gagegihna
2024-02-28 07:00:03,masa harus pakai jaringan kecamatan bru bisa buka. sdh pakai jaringan bagus tp cm bs dijaringan kecamatan . parah bgt. applikasinya pilih2 jaringan,1,False,Applikasinya susah dibuka,bunga melati harum
2024-02-28 02:54:32,Sangat baik dan berguna,5,False,Komentar,SunntTari98
2024-02-27 13:28:10,Namanya Digitalisasi itu verifikasinya tidak perlu ke dukcapil terdekat lagi.,2,False,Digital Tapi Verifikasi Lokal,Ronald Gollop
2024-02-26 04:38:00,"Kalau memang mau transisi ke digital, dipersiapkan duku aplikasinya se-reliable mungkin. Ini buka aplikasi aja lama banget, klik menu lain lama lagi, ah bikin males.
Tolong dievaluasi dong tim engineer nya, jangan nyusahin hajat banyak orang. Makasih.",1,False,Aplikasi lemot parah,sunatlaser
2024-02-25 03:01:10,"Nyesel downlod dulu, harusnya baca komen deh sblom download. Ini gprosedur haru datang ke dukcapil bukan online, tau kan kalo ngurus offline ke gimana lamanya . Buang buang waktu",1,False,Ribet,ginzzzz0101
2024-02-24 23:12:05,Sia sia duit pajak gua buat bayar aplikasi kayak begini,1,False,Forgot akun harus dateng ke kecamatan,Hambxx
2024-02-20 10:39:53,"Untuk iphone se, keypad yang muncul pada halaman ganti pin terpotong pada tombol nol sehingga tidak dapat memencet tombol nol (0). Akibatnya input pin yang benar tidak dapat dilakukan. Mohon perbaiki.",2,False,Keypad ganti pin bermasalah,SilkATar
2024-02-23 01:21:05,Pengajuan cetak ulang kartu keluarga tidak ada tindakan. Padahal sudah 1 bulan lebih,1,False,Gunanya apa,Akpirandi Akhmar
2024-02-22 22:57:12,"Emang verifikasi gak bisa via email, kok mesti scan QR code di disdukcapil?",1,False,Digitalisasi yang nanggung,cak onoy
2024-02-20 01:27:43,"App nya masih banyak kekurangan, salah satunya panduan untuk input Data tidak jelas khususnya Scan (Hanya stuck disitu aja).
Fungsi nya juga jelas mengarah kemana, yang ada kesan nya buang buang Uang negara ke pengembang yang tidak kompeten",1,False,Invalid,Badiksng
2024-02-19 13:49:31,"Nama doang elektronik tp sistem jadul, gak guna",1,False,App gak guna,App gak guna bgt
2024-02-19 01:04:11,KTP di gital tetep aja harus datang ke dekcapil,1,False,Pengen elit tapi birokrasi sulit,Mr. veng
2024-02-18 00:46:29,"Terobosan baru Sebagai identitas digital, tapi Tidak pernah ada sosialisasi, sistemnya belum siap dan belum singkron antar lembaga. Seperti pengurusan terkait perbankan yg harus ktp asli, digital tidak mau. Ada fitur pengajuan online yg nyatanya tidak jalan kemarin pengajuan sudah sampai 6 bulan belum selesai dan akhirnya Pengurusan tetap datang ke layanan loket dan sama saja.",1,False,Fitur,SunriseOfJava
2024-02-16 22:25:36,"Saya mau cetak KK susah amat, kenapa mesti harus ajukan permohonan cetak KK???? Tinggal cek di dokumen online kan bisa, tambahkan itu tombol unduh atau klik kanan save. Bodoh amat mempersulit pengguna.",1,False,Parah amat yg buat aplikasi,BastantaVicario
2024-02-15 06:45:57,"Aplikasi penyusah, yg seharus nya di permudah malah di persulit, sudah ada scan wajah kenapa harus ada barcode dari dukcapil lagi ? Ribet amat",1,False,Penyusah,JohnVodd
2024-02-14 02:30:44,Scan QR harus ke Dupcapil ? Ngapaaaain ? REPOT,1,False,GAK HERAN APLIKASI BUATAN PEMERINTAH !!!,bambaaang
2024-02-13 11:02:30,"Isi aplikasi nya keren, tapi daftar nya ke dukcapil juga mah sama aja, bisa dicari wayout lain biar full digital",1,False,Cari cara lain biar gk dtg ke dukcapil,Mrizkiakbar
2024-02-12 02:34:47,kesalahan koneksi trussss kaga bisa masuk tolong perbaiki min…,3,False,perbaiki!!!!,mahrusaali
2024-02-13 07:13:49,Digital harusnya mempermudah ya. Ini mau registrasi malah disuruh k dukcapil minta barcode. Buat apa coba,1,False,Keluhan,I Gusti Ngurah Yogi Swara
2024-02-12 04:55:11,appnya gabisa kebuka padahal sinyal saya lancar,1,False,app gabisa terbuka,resqilah
2024-02-03 11:16:24,"Untuk tipe iphone kecil (SE, 5S, 5 dst) UI untuk menekan pin tidak bisa dilakukan karna tidak muncul semua tombol nya, mohon perbaiaki developer nya",3,False,Atur Ukuran UI PIN,Agus39
2024-02-11 11:05:01,"Niat mau daftar, eh ada verifikasi dan validasi ke dukcapil. Batal daftar deh. Harusnya bisa metode lain seperti perbankan saat buka tabungan.",1,False,Harus verifikasi offline,dodyagung
2024-02-10 12:13:54,Kok gak scan e-ktp ny aja ya? Padahal kata ny dlu e-ktp pke teknologi jerman yg pke nfc ? Ini kok malah di suruh qr code minta ke petugas 🤣,1,False,Scan qr,engineersans
2024-02-10 08:27:58,"Aplikasi gak guna
Buat apa online klo masih harus scan QR verifikasi ke kantor? Kocak!!!🤦🏻‍♀️",1,False,"Suruh QR kode ke sana, lah kata nya online?",tuhhhjj
2024-02-10 07:48:37,"Lawak banget nih Aplikasi, katanya Online. Tapi tetap harus ke Dukcapil dulu cuma buat dapetin QR-CODE doang😅. Masih lbh baik E-SIM. QR-CODE di kirim ke email. Makin gk jelas nih negara. Petingginya lawak semua😅",1,False,Negeri Lawak,Rahmat Ana
2024-02-09 00:34:44,Aplikasi tdk dapat di akses,5,False,M,Awal fadli
2024-02-07 08:16:56,Ga bisa buka sama sekali memut terus,1,False,Tolong,ali jaeni
2024-02-07 00:09:19,"Apa2 serba ribet. Aplikasi lelet parah,,,korup korup",2,False,Blog goblok,)?/)/$2
2024-02-06 03:06:38,"Kenapa harus ke dukcapil buat dapat qr kode. Dan fungsi apa juga kalo kita daftarkan emailnya.
Simpel tapi di bikin ribet",1,False,"Qc code ke dukcapil, BUAT APA???????",Xsasixngd
2024-01-27 10:20:18,"mohon maaf 🙏 apk ini tidak bisa di buka yah? 
 keterangan di apk pas di buka selalu coba lagi ,",5,False,komplain,ryu adika pratama
2024-01-31 09:49:04,"Sebagai masukan saja ya admin, sesuai kebanyakan yg sudah ditulis ulasan oleh teman2
Seharusnya klo sdh digitalisasi utk mendapatkan barcodenya bisa di kirim lewat email jdi tdk perlu lgi dtg ke kantor dukcapil setempat
Mhn maaf ya sya kasih bintang 1",1,False,Identitas Kependudukan Digital,Ogeb1
2024-01-31 03:52:52,Apanya yg mempermudah. Malah tambah sulit aplikasinya ampas tdk bsa kebuka,1,False,Aplikasi tidak bisa di buka parah,kelukelulo
2024-01-31 02:21:03,Jaringan lancar untk sosmed dan apk lainnya.. tp baru buka apk ini aja udh erorr mulu,1,False,Erorrrrr,RRPCTM
2024-01-29 11:30:31,"Proses implementasinya dengan pegawai pemerintahan juga kurang, masa sy sudah pindahkan ktp fisik ke digital, tetap saja saat mengurus sesuatu ke pemerintahan yang diminta fotokopi ktp/fisik nya, hadeh.",1,False,Aplikasi seperti belum siap layak dipakai alias seadanya,Juan Kahfi
2024-01-29 08:31:40,Pin dah bener namun salah kata aplikasinya; Masa gak ada menu reset pin; padahal ada email dan no hp yg diminta saat daftar; developer nya kurang cerdas sih,1,False,Apliksi bodoh,iwalakabar
2024-01-28 19:22:11,Ppppp,1,False,"Apk babi,ga bisa di buka",asu...!$7
2024-01-25 02:35:08,Kalo mau bikin yang online petugasnya SDM nya di kasih tau jangan kudet aplikasinya aja ianvalid terus kocak,1,False,Kocak,kocakgaming999
2024-01-23 01:39:50,"Kenapa beberapa minggu ini aplikasi gk bisa dibuka…? Udh diupgrade dab uninstal dan download lagi tetap g bisa dibuka,,,apakah ada gangguan,apa gmn?",3,False,KTP,pardisiregar
2024-01-25 02:00:09,tolonggg ini kenapa tidak bisa dibuka aplikasinyaaaa gunanya ini aplikasi agar tidak mempersulit tapi ini malah kebalikannyaa,1,False,.,pp23466
2024-01-24 09:28:43,"Setelah daptar trus foto, minta scan QR, kukira dikirim ke email, eh ternyata dugaanku terlalu berlebihan",1,False,Buruk,rodok ruwet
2024-01-24 01:58:41,Aplikasi tidak bisa dibuka,1,False,Aplikasi tidak bisa dibuka,yosep rizal
2024-01-19 06:39:25,Kenapa di iPhone gk bisa foto saat foto keluar mulu gmnaa ini,3,False,Tidak bisa di gunakan pengguna iPhone iOS,Susi tara
2024-01-22 02:29:10,"jujur ini lebih ribet daripada yg dicetak, karena kita disuruh daftar saja di hp tapi gabisa dibuka apalagi untuk ios muter2 saja dan eror. dan ga semua orang punya hp. belum lagi kalo mau ngurus2 harus pakai ktp yg cetak, ribet sumpah. tolong dong perbaiki lagi sistemnya",1,False,erorrrr,Hei Miko
2024-01-09 13:14:18,Kenapa untuk cek Biodata Lainnya hanya muncul “Dokumen tidak tersedia/hak akses terbatas”,3,False,Dokumen tidak tersedia,mipftah
2024-01-18 00:27:43,Why? Whyyyy? Kenapa? Kenapa masih perlu ke dukcapil hanya untuk scan barcode?😭😭,1,False,Menyedihkan,reggithamartha
2024-01-17 05:29:42,katanya online tapi malah disuru dateng ke dukcakil 🤣,1,False,udah enggak heran,ulik jabri
2024-01-17 05:23:49,"Data keluarga di aplikasi yg muncul ga lengkap, masa istri gw kaga ada, kata petugasnya masih proses pindah, lah padahal ngurus pindahannya tahun 2019 ampe terbit KK fisiknya udh pindah wqwq",1,False,Data keluarga ga lengkap,Qudthul
2024-01-16 06:52:31,"Sudah ada IKD tapi di bandara, perbankan suruh ktp cetak, dikasi printout tetep gabisa, terus aplikasinya juga bodoh, giliran saat penting  lg dibandara, bank, servernya down capeeekk, buntuk di korupsi yaa kaya gini",1,False,Aplikasi jelek namanya program pemerintah pasti gaada yang bener,Andra Mahardika
2024-01-11 09:43:12,"Aplikasinya perlu diperbaiki lagi, susah untuk login…😮‍💨",2,False,Perlu diperbaiki lagi,Mude GZ
2024-01-08 06:03:02,"Sepertinya Dukcapil masih belum siap dengan sistem online. Pengurusan untuk pencetakan KTP masih harus memerlukan dokumen fisik berupa fotokopi KK. 
Bukankah petugasnya bisa akses data kita dari aplikasi? Masa lebih canggih kecamatan daripada dukcapilnya. SDM rendah tidak sejalan dengan inovasi digitalisasi yang dilakukan.",1,False,Tidak berfungsi Optimal,fzp_f
2024-01-08 04:21:17,€rror,1,False,Aplikasi €rror,richrobert
2024-01-07 10:01:22,"disyarat dan ketentuan kok ada tulisan 
'Negara Bagian'?
ini ori APK indonesia ???",1,False,Negara Bagian ?,ch4o5myth
2024-01-07 09:49:39,"Katanya online, tpi ujung2nya qr nya harus minta ke kantor",1,False,Harus ke kantor juga,Lul.ung
2024-01-07 07:53:45,"Sudan isi banyak data, kerjaan aplikasi ya cm muter aaja . Tidak bisa menampilkan apa yang diperintahkan sesuai yang Ada di menu",1,False,Aplikasi yang buang want dan menyusahkan,MehKittyz
2024-01-06 10:46:04,Masih bingung dengan negara bagian yang dimaksud dalam tnc,1,False,Negara bagian,hprasetyou
2024-01-06 06:09:15,"App sampah, buka dokumen kependudukan muter” mulu",1,False,Sampah,96619gjan
2024-01-06 03:05:07,Kenapa masih perlu ofline sih? Kan KK ada QR nya? Apa gak bisa pakai QR kk saja?,1,False,App belum jadi?,Guz lo
2024-01-05 02:51:22,"Belum semua daerah tahu IKD, apalagi Polisi dan Bank. Tolong prosesnya dipercepat.",3,False,Keluhan,Jean’s99
2024-01-06 02:33:50,Untuk apa dibuat aplikasi digital kalau masih antri datang ke dukcapil..,1,False,Apanya yg digital,Mr Sns
2024-01-06 02:19:48,Instlal ikd koq hrs ke dukcapil nya ya buat dpt qr code soalnya ada kt lanjutkan tp ga bisa dklik,2,False,Ikd,siok tju
2024-01-05 16:46:41,"INOVASI YG PERLU BANYAK RENOVASI. Mau daftar harus didampingi petugas dukcapil, tidak praktis",1,False,Aplikasi Mobile phone yg tidak Mobile,yohanesph
2024-01-05 02:56:48,Apa pengertian ‘online’ gw yg salah ya??,1,False,Si Paling Online,Si Paling Online
2024-01-02 03:21:01,memuat mulu gimana ni gabisa di buka,2,False,eror,power ranger merah muda
2024-01-04 09:24:13,Mau log in malah memuat terus dan error padahal koneksi lancar huuuu,1,False,👎,Andira17
2024-01-04 05:23:26,"Niatnya bagus digitalisasi, sudah buat akun Agustus lalu.. klo mau masuk gak muncul pilihan masuk/login tapi cuma ada pilihan daftar, ulang lagi isian nik email dan telepon. Verifikasi ulang balik lagi ke laman awal terus.. gitu aja terus berulang gak berhasil login. Plat merah perlu perbaikan.",1,False,Niat elit enhancement sulit,webowwow
2024-01-03 15:14:01,"Kalau mau beralih ke digitalisasi perbaiki dulu sistemnya, masa online tapi harus datang juga ke dukcapil. Yang bener ajalah. Kalau kerja jangan setengah-setengah.",1,False,Sistem cacat,Doto77
2024-01-03 07:35:10,Tolong support untuk iphone 8 dan 10...dan kalau bisa semua hp...aplikasi whatsaap saja masih bisa di semua hp...apalagi ikd untuk kepentingan umum...tolong di permudah..tolong support semua hp...bisa asal mau....terimah kasih,1,False,Iphone 8 dan iphone 10,Karan's76
2024-01-02 16:22:51,"bagi pengguna iphone selalu tidak bisa terhubung ke internet ketika proses verifikasi data, bukan hanya saya saja, tetapi pengguna iphone yang juga mengatakan hal yang sama kepada saya, tolong diperbaiki kendala ini",1,False,kendala verifikasi data,abingdikara
2024-01-02 14:05:04,"Udah dibelain jauh2 ke dukcapil mnta barcode, tapi dipake buka dokumen gak bisa udah 1minggu. petugas blng diandroid lancar. tp di ios kok kayak gak support",1,False,Tidak Berguna,Aji60
2024-01-02 09:09:45,Baru mau masuk aja ga bisa. “Terjadi kesalahan koneksi” pdhal dibuat buka aplikasi lain lancar2 saja. Sudah sya coba dengan 2 device sama saja.,1,False,Error,Nsa-11
2024-01-02 06:00:14,Eror mulu gabisa masuk padahal signal ok,1,False,"Eror mulu, gabisa masuk",Jtmqw
2024-01-02 05:37:54,"Katenye dijitel masih suruh scan QR di dukcapil, udah dateng ke dulcapil katanya sistemnya error gak bisa verifikasi, app kadang gak bisa dibuka katanya terjadi kesalahan koneksi padahal internet lancar",1,False,Hadehhh,irwan bn
2024-01-02 04:47:01,"Speed di hape gw 90 MBPS tapi terus2an gak bisa di-load aplikasinya, katanya kesalahan koneksi. Lo aja kali yang pada gak bisa bikin app bener. Trus apa gunanya si abis bikin ini rakyat masih harus dateng ke kantor fisik buat dapetin kode QR? Tolol banget sumpah, ini beneran devs nya bikin ini biar dapet budget anggaran trus dikorupsi aja yak? Man go to hell.",1,False,Biar budget negara bisa dikorupsi yak?,Sayaajahdehah
2024-01-02 03:37:23,Aplikasi tidak bisa di buka walau pakai wifi jaringan losdol tetep gagal… perlu di perbaiki aplikasi ini supaya bisa di buka,1,False,Aplikasi  belum siap,Dwihermanto
2024-01-02 03:20:54,"aplikasi nampak nya kurang support ke ios.
download berhasil pas di buka ga bisa",1,False,Aplikasi belum Baik,obusatria
2024-01-01 23:56:21,"Baru download, begitu buka keluar notif tidak ada koneksi internet… gini kalo SDM hasil KKN disuruh ngurusin rakyat, gak becus..!!",1,False,Busuk,iPandi93
2024-01-01 23:40:21,"Aplikasi g bisa dibuka, tulisannya terjadi kesalaham koneksi. Padahal koneksi lancar jaya. Ini kenapa dah eror begini. Di amdroid istri saya lancar kenapa di ios jelek banget?",1,False,Aplikasi g bisa dibuka,Yanuar Deny P
2023-12-30 11:12:52,"Ujung-ujungnya harus datang juga ke Dukcapil. Hadeuuhh, ngga efisien. Digitalisasi setengah-setengah",3,False,Setengah digital setengah hantu,fiansulyana
2024-01-01 23:12:10,min ko gabisa dibuka ya apknya,2,False,masalah,aexora_
2024-01-01 23:00:57,Setiap mau login keterangannya “Terjadi kesalahan koneksi” padahal koneksi internet lancar buka aplikasi lain lancar. Harusnya ini aplikasi mempermudah bukan mempersulit,1,False,Gagal Login,S3bl1tz
2024-01-01 16:41:46,"Baru install. Aplikasi gak bisa dibuka, kesalahan network. Kalau belum bisa digunakan, mestinya jangan dipublish..",1,False,Aplikasi gak guna,BW Kezy
2024-01-01 14:39:57,"Kadang susah di buka apps nya, harus ke dukcapil, ayolah ini udh terhubung dengan KK, eKTP, email juga masak harus ke dukcapil. Padahal bisa QR dikirim ke email buat kita scan 🥹",1,False,MASIH SULIT,Aku adalah raja
2024-01-01 12:24:25,Benerin dlu app nya,1,False,LOADING LAMA,di perbarui lagi
2024-01-01 12:06:15,aplikasi yg harusnya memudahkan ini mau masuk aja ga bisa bisa. kenapa sih aplikasi penting kayak gini dibuat asal asalan??,1,False,SO BAD JELEK BGT,APALAH INI GA MEMBANTU
2024-01-01 10:53:17,"Aplikasi tidak bisa jalan, terjadi kesalahan. Apakah ada solusi ?",1,False,Aplikasi “Terjadi Kesalahan”,subenn
2023-12-31 17:00:10,"Saya tidak bisa masuk ke dalam aplikasinya, hanya memuat ulang dan selalu coba lagi nanti. Bagaimana untuk solusinya ya… saya sudah coba berkali - kali",2,False,Pengguna IOS,Lydut
2023-12-30 23:20:16,"The app didn’t work on my iOS. Once you download it, it keeps loading.",1,False,Apps didn’t work,Opifia
2023-12-30 00:14:22,"Masih terdapat kendala di dokumen yang mana koneksi internet lancar namun loading lama dan gagal, sudah dicoba beberapa kali namun tetap sama, harus segera diperbaiki",2,False,Rex,cecep8
2023-12-30 08:37:27,"Bagus banget,, KTP, KK, KIA dan akte lahir anak semua ada dalam satu aplikasi,,, tolong tingkatkan lagi min,, masukkan juga Dokumen dokumen yg lainnya seperti NPWP, BPJS, biar makin mantapp",5,False,Dokumen Kependudukan dalam 1 aplikasi,De Nal
2023-12-30 04:46:56,"Urusan Aplikasi Bank BUMN sama Pemerintahan selalu aja kentang, ini yg ngasih review nya biar bagus ternyata orang2 Dukcapil juga ternyata, pembodohan yg luar biasa ☝🏻👍🏻👍🏻",1,False,Apps Kentang,Nnnnnnnnnnmnnnnnnnnnnona
2023-12-29 15:44:12,Gmna nih min kok saya gk bisa msuk kepalikasiny?,2,False,Susah login,Gitaaat
2023-12-29 16:54:32,"Applikasi tidak sesuai nama nya digital, sehingga tidak berguna",1,False,Harus ke dukcapil :(,WA Web issue
2023-12-29 05:22:55,Apliaksi tidak bisa di akses busuk banget,1,False,N,L1448;)?.:
2023-12-28 05:12:08,Katanya online kenapa harus ke dukcapil,1,False,Aplikasi tidak berfaedah,Keymal888
2023-12-28 04:26:38,"Admin tolong bantuanya,saya tidak bisa membuka dokumen,tolong dipercepat admin sistemnya",1,False,Tidak bisa buka dokumen,vania rahma putry
2023-12-27 09:05:07,"Aplikasi Zonk, tetep harus ke kantor disdukcapil...
mempermudah = tidak perlu datang ke kantor disdukcapil",1,False,Aplikasi Zonk,Farhan Hidayat Wahid
2023-12-27 07:21:22,Ga guna banget! era digital malah harus repot2 ke kantor Dukcapil lagi demi scan QR token.,1,False,"SEJAUH INI, INI APLIKASI PEMERINTAHAN YANG PALING TERSAMPAH!",Yosh Revadh
2023-12-15 09:19:45,Hah? Ini apa? Aplikasi pemerintah? Dan pemerintah nyalahin anak bangsa karena gak mau ngembangin digitalisasi??? Serius???,3,False,Hah???,Bukan Sahal
2023-12-27 04:27:15,Muter muter doang aplikasi parah,1,False,Aplikasi OON,Riyan Sufiyanto
2023-12-27 03:54:56,ga abis pikir sistem digitalisasi tp msih hrs dtg juga ke dukcapil.. otak mana otakkkkkk... khan bs sudah registrasi kirim ke email barcode nya *inginkuberkatakasar,1,False,ga guna bgt ini aplikasi,hirooooo16888
2023-12-26 11:27:38,"Mau digital elit
Mau QR sulit
🤣🤣🤣",1,False,Ribet,Hi Elit
2023-12-25 19:55:25,"Izin bertanya, masih harus tetap ke dukcapil ya? Kirain sudah bisa langsung online",5,False,Pertanyaan,BukanWNA
2023-12-25 14:59:31,"Gak jelas banget terakhir buka pin nya 4 digit ( masih inget jelas ) sering di pake kalau di perlukan. 
Sekarang mau buka tiba tiba 6 digit 
Itu bukan lupa kata Sandi , tapi ada scam Pemindahan data!!! Ga jelas banget !!!!",1,False,Tiba tiba pin 6 digit,Gggggtzzza
2023-12-21 16:59:02,"Gabisa buka dokumen nih,jadi ga bisa liat ktpnya",2,False,Terjadi kesalahan,Muhamad akbarudin
2023-12-21 15:25:06,Maaf knpa dari tdik pagi sampai sekarang gk bisa kebuka kak aplikasinya padahal saya mau cetak ktp yg baru .. tapi gak bisa mohon bantuanya gima kak🙏,2,False,Gk mau kebuka kak aplikasinya,rosmina anisa
2023-12-19 23:46:46,"Aplikasi nya muter2 trus boro2 masuk ke dalem aplikasinya, hadehhh",1,False,Review Jujur,Artupas11
2023-12-18 02:56:45,Sukses ini aplikasi. Bagus.,5,False,Alhamdulillah Beres,ibnu anwar
2023-12-17 06:36:19,"Ga ngerti lagi apa fungsi app ini kalo ga bisa di buka selalu dengan notifikasi terjadi kesalahan koneksi . 

🤬🤯 ga ngerti lagi dengan kualitas pejabat2 negeri ini / otaknya pasti duit dan duit tapi pelayanan ke masyarakat ( ZONG ) .",1,False,Aplikasi paling tolol di Smart phone  buatan negeri,NicholasDtu
2023-12-16 09:52:22,"Merasakan fasilitas saja belum aplikasi sudah tidak bisa dibuka, dan hanya muter muter loadingnya. Mohon untuk dibenahi supaya bisa dinikmati fasilitasnya 🙏",1,False,Konplain,Andy301q
2023-12-16 00:54:29,Digital sih digital tapi perlu ke Disdukcapil lagi untuk pendampingan dan pemberian QRcode,1,False,Tidak efisien,Jalak Bali
2023-12-15 12:20:16,Tambahkan menu untuk download file dokumennya donk. Kaya KK masa ga bisa di download untuk di print sendiri,1,False,Tidak download,Deddy Supangat
2023-12-15 10:06:51,"Apk ngontol. Dah keluar diapus, giliran mau donlot disuruh ke dukcapil. Asu lh padahal udah pernah kesitu",1,False,Ngontol,zeidelnaufal
2023-12-14 15:52:00,Ini udah bberpa bulan di luncurkan tapi masih itu2 aja fiturnya ya? Apakah aplikasinya sudah tidal digunakan/berfungsi?,2,False,Kegunaan aplikasi ini?,Muhammad sopian tsauri
2023-12-15 03:24:10,Mau install bikin id digital kok liat review verifikasi QR malah harus ke dukcapil kalah sama beli Esim telekomunikasi tinggal scan udh nomor keinstall makanya pekerjaan orang IT yg handal klo mau ke digital jangan asal comot orang jadikan ASN,1,False,buang waktu,izal21
2023-12-14 19:39:36,"Dasar indonesia gak jelas, ktp digital lah ktp online lah.. ujung ujungnya disuruh dateng ke dinas kependudukan buat scan qr code.. kalo belom siap ke masa digital mending ga usah banyak gaya. Siapa yang mau dateng jauh2 buat qr code doang? Makasih pemerintah wacana kalian ga berguna",1,False,Males ngurusnya,Indonesiamundur
2023-12-13 15:39:21,"Memang semua aplikasi yg dibuat lembaga pemerintah selalu fail, padahal anggarannya wow. Nyari developernya murah biar anggarannya fokus buat sosialisi, koordinasi, pengembangan, peningkatan, dan pemberdayaan. Dan perjalanan dinas",1,False,😁,zakyarr
2023-12-13 12:56:52,"tolong donk ini gmn sistemnya?. pilihan masuk cuma daftar doang. 
padahal sudah registrasi di bagian IKD disdukcapil kota saya.",1,False,Sudah registrasi ke disdukcapil tp pas bsknya mau login masa disuruh register lagi,arinprayitno
2023-12-11 14:56:44,"Dokumen tidak bisa dibuka , pdhl sy yakin jaringan sdh bagus . Sdh cb login ke device andro ttp ngga bs di buka , tlong dnk diperbaiki .
Harus nya siap luncur ya apk sdh bagus dnk ya",3,False,Dokumen eror,Dibalik kata
2023-12-13 00:59:41,Admin tolong saya perlu bgt uda coba berkali dokumennya gak mau terbuka uda coba di hp ini itu juga,2,False,Dokumen tidak mau terbuka,Akhlaal
2023-12-12 14:51:00,"Kualitas IT nya receh nih, lawak suruh ke dukcapil juga. Belajar ke bank sono!",1,False,LAWAK,bejo telo
2023-12-12 12:18:45,Ngapain harus aktivasi ke capil lagi sih? Hadeeeh,1,False,Ribet,rizalefri
2023-12-12 06:09:50,"Min, harap bantuan untuk membuka dokumen, mengapa tidak dapat membuka dokumen nya 🥺",1,False,Tidak dapat membuka dokumen,kallabo
2023-12-12 01:45:20,Harus kekantor dukcapil juga… online koq ribet..,1,False,Online2an,H4nK
2023-12-12 01:14:12,Tidak membantu,1,False,Elektronik tapi disuruh ke dukcapil cuma buat dapetin code,g4jsbdjslwkasbajao
2023-12-07 04:38:37,"Ternyata IOS blm bs buka bagian dokumen. Error terus. 

Tolong di update/perbaiki min",4,False,IOS belum bisa klik bagian Dokumen,abamss
