date,review,rating,isEdited,userName,title
2024-08-12 17:25:24,Ya kalo mesti verifikasi dukcapil juga mah bukan online atuh namanya😒,1,False,pemkot bekasi,Harus ke dukcapil ya gais
2024-08-12 01:23:39,Ketika mau lihat pelayanan sering terjadi kesalahan dan lama,1,False,Saiduubarak,Banyak terjadi kesalahan
2024-08-11 10:59:01,Niatnya mau mempermudah tp tetep masih harus ke kantor dukcapil. Otomatis jg harus jam kerja kan. Gunanya apl memudahkan yg gak bisa hadir ke dipendukcapil. Kan bisa ya verifnya lewat kode yg dikirim via wa/sms maupun via email. Apa gunanya nyantumin email dan no.hp tp kalo masih belum praktis? SIM aja udah bisa loh bikin online tanpa perlu dateng ke satpas,1,False,Tidak efisien,Tidak efisien
2024-08-09 04:12:48,"Percuma download apk klu ujung2 ny syarat di apk suruh mngharuskan penggunany dtng ke disdukcapil utk scan BARCODE QR, sya pikir dgn ad ny apk in utk mmpermudah warga perantauan atau yg jauh utk menggunakan ny trnyta utk ladang pencari cuan bagi mrka",2,False,Abdur arsyad,BANNED IKD
2024-08-08 08:42:44,"Ribet kirain scan bisa dari rumah, dateng jauh” ke disdukcapil marah gk mau keluar nomor verifnya, payah..",1,False,padheeel,Ngaco
2024-08-05 06:48:28,"Pengajuan setengah tahun belum disetujui, lapor ke dukcapil juga mereka gk bisa.... pemerintah serius gk sih bikin aplikasi. Imbasnya gak bisa pindah kependudukan",1,False,Bnbnnnnnsnakahs,Aplikasi sampah
2024-08-03 10:56:50,Goblok betul yg buat aplikasi!! Aplikasi itu dibuat biar ga perlu ke kantor lagi. Kalo butuh ke kantor terus apa gunanya aplikasi!!,1,False,Ianauliaa,DUKCAPIL GAPTEK
2024-07-17 08:08:57,Gagal saat pendaftaran dikarenakan harus minta barcode ke dukcapil sesuai alamat ktp. Bagaimana jika posisinya kerja dluar kota ? Sama saja bohon dong cara bkin ktp digital di aplikasi dukcapil. Ini bukan memudahkan sih tapi menambah keribetan,3,False,Bayuawe,Perbaikan Aplikasi
2024-08-03 07:41:30,"Baru download, pas di buka muter terus 😹",1,False,Aku tok ae,Tidak ada judul
2024-08-02 01:05:57,Online dari mana ini,1,False,axell sale,Aplikasi apa ini
2024-08-01 23:10:54,Masa iya harus ke kantor dukcapil dulu minta scan barcode,1,False,Hubatana,Tidak puas dg pelayanan
2024-07-31 14:23:49,"Semua tetep gak bisa full online, ribet",1,False,nama panggilan masih sama,KARENA TERPAKSA JADI DOWNLOAD
2024-07-31 09:44:58,Kalo masih ke dukcapil juga ngapain ada aplikasi ini?,2,False,kimiayula,Gak ada judul
2024-07-31 06:56:33,"Pemerrintahan kl urusan bikin aplikasi sistem informasi2an, jangan dipercaya. Kalah jauh sama aplikasi swasta atau layanan lainnya, verifikasi barcode harus ke Disdukcapil? Hallowww.. ada namanya otp email, whatsapp, SMS.",1,False,boniperalta,"Dana Proyek Elit, Verifikasi aja Sulit"
2024-07-30 18:16:14,"Percuma Digital kalo masih harus dateng ke Dukcapil, buang-buang uang bikin aplikasi kalo ujung-ujungnya harus dateng offline ke Dukcapil. bagaimana dengan yang merantau atau lagi diluar negeri?",1,False,indranggadinata,Percuma Digital!
2024-07-30 12:04:21,"data kependudukan mau digitalisasi tapi malah bikin ribet, banyak cara buat validasi tanpa harus datang ke dukcapil untuk scan barcode, apalagi kalau dukcapilnya seperti dukcapil Depok, antri bisa setengah hari hanya untuk aktivasi akun, kalau mau digitalisasi tapi tetep harus ke dukcapil ya mending manual sekalian pak ! buat sistem mahal mahal tapi malah merepotkan !",1,False,kun_mahardhika,Digitalisasi tapi merepotkan
2024-07-30 02:56:06,Apk gk jelas di ip cacat,1,False,Rumbdnsbshw,Apk gk jelas gk bisa di buka
2024-07-26 05:27:39,"Layanan perubahan  data (golpngan darah) DKI asli ngga bener, entah ada pegawai nya apa ngga? Request sejak 16 jun sampe skg blom berubah juga. Teman saya wilayah bogor. Cm 1hr kerja berubah… dki parah !!!",1,False,andryans,Layanan
2024-07-24 05:19:11,"1. Harus pake app ini tapi harus juga dateng ke dukcapil, FUNGSINYA ONLINE APA? 2. Harus scan qr code, pas scan gagal. Bukannya refresh qr code baru, malah suruh dateng lagi besok2. PEMALAS ATAU BAGAIMANA? Tolong dong sebelum bikin app ini, sistem integrasi nya dierjelas. Biar kalo Judulnya ONLINE, ya ONLINE aja dari hulu ke hilir. Jangan setengah2 kyk gini, pas dikantornya pun setengah2 kerjanya. Jangan mainin orang2 lah, ngasal banget kerjanya. Kasian orang2 pada dibodoh2in sm yang males.",1,False,Gembargembortapinggajelas,NGGA JELAS
2024-07-23 12:12:07,Kenapa aplikasinya tidak bisa d buka memakai wifi?,2,False,Syahla123,Aplikasi ini
2024-07-23 10:22:06,Gausah di download ini aplikasi kalau QR code aja harus dateng ke kantor disdukcapil,1,False,lyhndr,0 bintang
2024-07-22 04:40:34,mempersulit semuanya gada efektifnya asli sampah,1,False,WARLOK111,sampah
2024-07-21 12:05:30,"Udah datang ke dukcapil, awalnya lumayan bsa login, besoknya dihp lain dg pin / psswrd yg sama eh enggk bsa, pake hp awal enggk bsa juga. Hrusnya malu sih sama apk swasta. Pak, agak serius dkit napa plis, pda bintang 1 semua, yg kaih 5 ini robot apa yak?",1,False,elzarahma,Aplikasi masih buruk
2024-07-20 14:14:05,"Klo online ya online aja, ngapain musti ke dukcapil lagi tolol",1,False,Bagustian yp,Hamba Allah yg penuh dosa
2024-07-20 04:54:50,apk gabisa dibuka,2,False,angkasawann,apk gabisa di buka
2024-07-19 01:21:42,"Pengajuan akte anak sampe 2x di tolak terus dengan alasan yang menurutku gajelas 
Karna apa yang aku isi dan aku ajukan kan sudah sesuai form yang tertulis di aplikasi tapi masih aja di salah""in 
Modelnya kaya seakan akan cari cari kesalahan karna males mroses 
Pengajuannya juga lama baru di respon 
Padahal tujuan bkin apk ini bukanya lebih efisien waktu ya ? Tapi fakta malah sebaliknya 
Bad banget si 
Mana ngisi formnya itu banyak woy yang diisi jadi kalo ngulang"" terus itu capek, mana aplikasi juga gampang erorr",1,False,Andannnnnnn,Gajelas
2024-07-14 09:15:06,"orang download supaya lebih praktis, malah suruh dateng ke kantor dukcapil buat minta qr code. top banget pokoknya aplikasi ini 👍",5,False,calonpresiden2050,tolonglah
2024-07-05 08:04:16,"kalau sistem masih cacat, coba dikembangin lagi bukan nya meleha leha",3,False,Rereano,ERROR
2024-07-11 02:44:48,"Buat aplikasi tujuannya untuk mempermudah, kalau disuruh ke kantor disdukcapil. Ngapain juga buat aplikasi kek beginian !!!",1,False,DandoGenos,Online tapi harus ke kantor juga
2024-07-10 05:02:06,"Antri upgrage KK lama, disuruh download aplikasi ini ternyata ujung2nya ga kepakai. Pengurusan masih harus fotokopi KTP & KK. Ke customer service KAI juga nunjukan KTP dari aplikasi ini nggak bisa",1,False,sita2602,Tidak terpakai
2024-07-10 01:48:18,"Setelah daptar trus foto, minta scan QR, kukira dikirim ke email, eh ternyata dugaanku terlalu canggih",1,False,rodok ruwet,Buruk
2024-07-09 14:23:24,Aplikasi gak guna mnurut gua.,1,False,bib_burahman,Dear pemerintahh
2024-07-07 13:59:14,Apanya yang digital klo qrcode nya suruh datang ke kantor dukcapil,1,False,h3g4,Aneh
2024-06-27 00:11:03,ini aplikasi gimana sih? Kode QR masih diminta juga tp harus ke dukcapil? Ya ngapain ada aplikasi online kalo harus ke tempat juga hah?,2,False,rfdhisma,Gajelas
2024-07-04 02:34:09,👍,5,False,Rilan_3329,Good
2024-07-03 10:06:44,"Terlepas dari TIDAK BERGUNANYA Aplikasi ini, bahkan cuma nambah-nambah Cache doang. Saya punya E-KTP tidak terdeteksi Sidik jarinya. Saya udh bela-belain Datang ke Dukcapil yang jaraknya cukup jauh dari Rumah saya, ternyata tidak terselesaikan, dan dari pihak Dukcapilnya ini kasus yang pertama kali ada. Padahal saya ada nomor HP yang perlu dipulihkan, karena Kartu Fisiknya hilang, karna dalam No HP itu mencakup rekening dan Akun2 Google.

Kalo kalian belum siap Digitalisasi, bahkan membuat data kami Bocor oleh hacker, maka Ga usah sok digital2 lah! Bikin repot rakyat aja.",1,False,ahmadak221,Kasus KTP Saya terbilang langka
2024-07-01 16:56:55,"“Pindai Kode QR yang diberikan petugas Dukcapil untuk verifikasi dan validasi”. Lalu muncul notif: Token perserujuan invalid

Jadi harus tetep offline verifikasi? Hahaha. Udah 5x ambil foto, begini terus.

Gak perlu deh bikin app tiap dinas satu, tapi gak ada yang bener gini.",1,False,triranaagung,Katanya online tapi disuruh offline
2024-07-01 04:15:57,Bikin aplikasi cuma buang anggaran negara krna ga bisa dipake. Kalo jadi pak Jokowi sih harusnya malu punya anak buah yg kolot gini,1,False,muhammadifroh,Mubazir
2024-06-27 14:32:00,udh dateng lgsg suruh daftar online!! daftar online tetep aja harus dateng langsung!!! ga guna!!!,1,False,maulidina nurhidayah,kritik
2024-06-27 11:33:26,"Udah masukin password log-in dengan benar, tapi dibilangnya salah terus. Tapi ga ada pilihan untuk lupa password. Yang niatnya mempermudah malah jadi ribet sendiri.

Boleh tolong diupdate aplikasinya , perkembangan jaman tapi kayak asal-asalan buatnya",1,False,vn_14,Kecewa
2024-06-27 00:07:08,"Duk(bukan) capil (calon pilihan?) teruntuk dukcapil klaten tolong ditingkatkan lagi sdm karyawannya,ya masak pelayanan kayak kita sebagai sebagai pemohon kayak orang ngemis aja .ONLINE KOK HARUS KEKANTOR?",2,False,DUKCAPIL??,DUKCAPIL???
2024-06-26 04:46:57,Cara cetak akte lewat app ini gmna kak?,4,False,LailaIsma,Akte
2024-06-26 02:04:32,praktis👍🏻,4,False,catchanggg,review
2024-06-25 04:22:03,"Udah regis, ngantre di kantor kecamatan 15 antrian lama-lama, tinggal aktivasi, tiba-tiba diminta password yang GA DIMINTA pas registrasi. Susah-susah investasi bidang IT hasilnya sampah.",1,False,JeremyRgl,Ga usah ngerepotin orang untuk buat ginian
2024-06-24 09:42:58,Aplikasi tolol,1,False,KLLndra,Tolol
2024-06-24 04:53:31,"Masa iya sih kita harsu datang ke kantor dukcapil nya buat nyecan barcode…apa ga ada orang2 pintar tah yg kritia di tempat itu.
Kita install aplikasi ini kan maksud nya semua harus ONLINE…lah kalo ujung2nya harus datang buat registrasi dgn cara scan di tempat mah namanya boong.
Ayo lah jgn bercanda…",1,False,thamrinbht,Yg beneng aja tong….
2024-06-23 09:12:35,"Bayar pajak mahal2… hasilnya kayak gini 
#sedih sih gw",1,False,Yosh2204,Useless
2024-06-20 01:44:38,Pelyanan di kecamtan ny tidak berkenang sudah 6x bolak balik kecewa penykit nya itu itu aj alasanya itu niat ga ngebntu masyarakat,1,False,Ujahbo,sangat buruk
2024-06-19 10:45:20,"Aneh bgt si, yg mau daftar di aplikasi ini adalah orang yg mungkin berhalangan hadir ke dukcapil, ga bisa ninggalin kerjaan atau lain sebagainya
Tapi di aplikasi tetep harus ke kantor dukcapil yang mana kantornya buka hanya jam kantor gimana si",1,False,Ivanaaaaaaaaassa,Apanya yg online tetep aja harus ke kantor
2024-06-16 11:44:16,"ada yg ingat berapa kali kita harus fotocopy data ktp, kk dll? trus berapa kali kita harus isi ulang data NIK kita, no KK setiap ke kelurahan
sekarang kita lagi2 d suruh isi ulang data kependudukan, di dukcapil lagi.
memang kemana data2 kependudukan di dukcapil? apa kerjanya disdukcapil?

mau buat aplikasi ya silahkan ganti platform juga monggo tapi jangan penduduk d buat repot lah 

memang dagelan tenan",1,False,macfredz,dagelan disdukcapil
2024-06-16 07:29:50,"Trus untuk apa aplikasinya kalu harus bolak balik k dukcapil segala, mending kalau dekat😇😇",1,False,NJ NC,"Digital apa ini, kirain bisa lansung lewat hp saja."
2024-06-16 06:33:37,"Bego bet dah hang bikin prosedur pendaftarannya, verif kok dateng ke kantor. Ya percuma",1,False,ariwiboww,Bloon
2024-06-14 06:04:00,"Moon maap ya, saya habis mengurus sim a (juni 2024) dan tetap di minta photocopy ktp untuk dokumen pelengkap, lha terus aplikasi ini buat apa? Cuma buang memory dan waktu saya ke kelurahan ngantri berjam-jam.",1,False,briantheskut,Aplikasi tidak berguna
2024-06-13 04:23:39,"app is not integrated with all government data and system, so it’s not helping and convenient at all.
when taking identity card, the team still needed a photo-based document taken from other device (not a screenshot) to verify data, while all the personal and family data are already digitalized through the app. it made the process took a very long time and inconvenient, because the team from Kecamatan only said “one family member can represent and take the card and datas by himself”. why making it so complicated?",1,False,ci//,inconvenient and unintegrated
2024-06-13 03:46:17,Respon & proses kelamaan udh 2 hari gada respon,1,False,afuadap,Cetak ulang KK
2024-06-13 02:19:30,Susah banget di buka saat di butuhkan jd utk apa kita pake KTP Digital tp malah mempersulit untuk di gunakan.Saran saya tolong dong di perbaiki sistem nya.Capek pas di butuhkan malah susah dibuka aplikasinya .KOCAK,1,False,Rakyat Bersuara,PARAH
2024-06-13 01:00:09,"momyet pemerintah makin ribet, cetak KK makin SUSAH ke tempat FC. cetak KTP disetiap kelurahan atau kecamatan jg gabisa, alesan blangko habis.",1,False,kipuk,parah
2024-06-12 11:25:35,"percuma online kalo masih disuruh ke capil, udah gitu pelayanannya zonk pada bad attitude lol",1,False,juuuungs,regulasi lagi deh
2024-06-11 13:03:03,ini aplikasi untuk apa yaaa.di bank dan dimana mana masih di minta ktp asli contoh perbankan bumn bri,1,False,amr gd,belum bisa digunakan
2024-06-11 11:02:44,"apanyaa yg online??? kalo masih harus datang ke kantor dukcapil lg, ribet bgt perasaan. kan bisa kirim qr lewat email. intinya memang memperibet orang. bukan mempermudah ini aplikasi sama aja boong",1,False,kdhdhrdneh,MASIH HARUS DATANG KE KANTOR BUKAN ONLINE NAMANYA
2024-06-10 04:05:57,"🙏🏻 mohon dicari solusinya.
ini hal yg sangat penting, step awal saat akan menggunakan aplikasi.

semangat ketika tahu kalau bisa online.

Sebenarnya bisa ditiru dari beberapa bank digital yg proses verifikasinya mudah.",1,False,jonsinthehouse,[URGENT] Definisi Online itu apa sih?
2024-06-11 02:17:29,Aplikasi bagus,5,False,Farhan chamid,KTP digital
2024-06-11 02:09:26,aplikasi bagus,5,False,sindy winner,ktp digital
2024-06-09 13:36:50,Aplikasinya tidak bisa digunakan saat registrasi. Setelah di klik kamera langsung keluar,1,False,AsepSud,Tidak bisa registrasi
2024-06-08 10:05:04,"Kabupaten ***** tidak menerima pelayanan online dari IKD.
Terus pake pelayanan nya kapan? Wkwkw kocak",1,False,Nickname12kk,Belum semua kota menerima pelayanan online
2024-06-07 06:57:26,"ONLINE = Tanpa perlu datang, kalo tetap verifikasi kelokasi yaa mending sekalian aja, ini namanya OFFLINE ett kocag GeMiNk",1,False,Offline -> EKTP🤡,Ofline berkedok Online 🤡
2024-06-07 00:01:46,Untuk apa buat Applikasi jika daftar masih saja memerlukan barcode yang harus datang ke dukcapil ? Ini bener” gajelas yang dimana seharusnya visi misi peluncuran app online itu untuk memudahkan dan terhindar dari pungli,1,False,Becea ngaco,KURANG PROFFESIONAL
2024-06-01 13:27:44,"Masa harus ke capil lagi? wong katanya udah digital tapi tetep aje ke capil lagi.. hadeuhh
harusnya bisa langsung confirm by email aja gak sii?",2,False,inayanur,??
2024-06-06 06:33:05,"Ini Digitalnya koq nanggung ya
Ini tetap aja mempersulit registrasi",1,False,KSaragih,Digital tapi masih suruh datang ke Dukcapil
2024-06-06 04:16:12,"Kurang memuaskan, untuk apa IKD dibuat, ternyata semua menu layanan online sangat buruk dan masih harus datang ke kantor dukcapil. Data kependudukan juga tidak otomatis terupdate serta tidak terintegrasi dengan aplikasi dukcapil kabupaten/kota. 1. Tidak ada menu unduh atau cetak. 2. Tidak bisa screenshot kecuali iphone",1,False,Joemuri,Aplikasi IKD sangat buruk
2024-06-05 23:22:01,"Setiap klik ambil foto appnya keluar sendiri. Also, gimana sih katanya online tapo harus datang langsung juga lawak ah",1,False,한여름짱,Crash
2024-06-05 01:35:39,Untuk penyedia TTE mohon ditambahkan dari BSrE yang memang sudah teruji kehandalan dan keamanannya. Tksh.,4,False,Mamhid,Masukan
2024-06-05 01:16:50,Pin benar tapi salah pin gimana ini min solusinya tidak ada opsi lupa pin,5,False,Kuyakuya18,Opsi Lupa pin
2024-06-04 14:05:08,"Emang udah ga ada marwahnya ya negara kita. Buat aplikasi digital malah ribet bener journey usernya. And now become laughing stock from
entire world for the rating. So ashamed",1,False,Martradewa,Aplikasi negara diketawain satu dunia
2024-06-04 04:46:46,Tetap harus datang ke dukcapil. Tidak ada solusi untuk aplikasi mobile,1,False,Arsiel Denny Setiawan,Tidak ada solusi
2024-06-03 14:35:32,kenapa dibuat sistem online tapi harus ke kelurahan? gak perlu.,1,False,Taa011 (Erlita.R),"repot, gak efisien"
2024-05-31 02:33:36,"Tahun 2024 udah mau masuk pertengahan tahun, hampir semua aktivitas dimudahkan pake aplikasi. Lah ini PEMERINTAH BIKIN APLIKASI ONLINE TAPI TETAP HARUS DATANG KE KANTOR DUKCAPIL BUAT AMBIL QR CODE dari petugas di sana biar bisa DAFTAR (BUAT AKUN) DI APLIKASI.

Selama ngurus birokrasi masih kudu ada FOTOKOPI E-KTP, kayanya bakal tetap SKEPTIS SAMA APLIKASI DARI PEMERINTAH. BIKIN APLIKASI BUAT GIMMICK DOANG.",1,False,N1n03k,Aplikasi online tapi ttp harus ke kantor dukcapil buat ambil QR Code biar bisa daftar online
2024-05-30 02:13:37,"Aplikasi lawak, login eror mulu",1,False,Arif Lukman_11,Dukcapil
2024-05-29 14:45:13,"Katanya bisa cetak dokumen tapi jangankan cetak untuk ngedownloadnya aja kagak bisa, SS aja juga kagak bisa disaat lagi butuh kenapa begini amat yak 💦💦 kesel sendiri sampe nangis, tolonglah diperbaiki kalo memang serius mau digital 🙏🏻",1,False,Review sedikit,Kecewa
2024-05-29 11:31:47,Katanya inovasi? Tetep aja daftarnya didepan pegawai disdukcapil dan scan QR code harus ditempat. Lha buat apa dibikin ini aplikasi…,1,False,hedehhh,Scan QR code
2024-05-29 04:48:50,"Saran orang orang bertempat di balai desa itu orang orang nya mata duitana semua , kenapa harus ke sana dulu aturan di sediain lewat imail gtu barcode nya",1,False,Iyaaaaj,Apa gunanya online kalau suruh ke cakpil
2024-05-29 04:56:14,Lumayan membantu.,5,False,Raja Morello,Good
2024-05-28 10:40:50,Apa gunanya aplikasi ini ? Ngurus apa” masi kudu fotocopy dlu blok,1,False,Zexxxxxxxxxxxxxxxxxx,Gak guna
2024-05-28 10:00:03,Masi ribet harus ke kantor dukcapil u versifikasi segala .,1,False,tmoelijono,Ribet
2024-05-28 06:38:08,"Aplikasi dibuka tidak bisa kenapa?? Internet lancar jaya, tapi koneksi terputus. Terus apa manfaatnya??",1,False,Saeeeff,Entahlah
2024-05-27 08:32:01,Aplikasi tidak berguna dan tidak membantu,1,False,Pingwo,Gak guna
2024-05-24 05:08:29,"Aplikasi apa ini cok gajelas, katanya online tapi diminta datang ke dukcapil juga.. keat!",1,False,Rhwna,App jembut
2024-05-15 02:50:58,"Kartu BPJS saya pernah mengalami nomor ganda. Sudah diperbaiki dan dihapus nomor yang salah, baik di kantor BPJS di Pancoran, maupun di Puskesmas di mana kami biasa berobat. Tapi kenapa di aplikasi ini masih tercantum nomor BPJS yang salah yang harusnya sudah ga ada??????? 🤬🤯",3,False,relentless mom,Nomor BPJS Salah
2024-05-24 02:57:04,"Scan QR ke Dukcapil? Sama aja bhong wkwk,ribet",1,False,junioranwar,"Abisin waktu,uinstal apps"
2024-05-23 00:29:49,Saya sdh ada KTP digital sjk thn lalu Itupun pas aja ngurus surat2 keluarga sekalian aktivasi d dukcapil.Saya paham pemilik KTP hrs verifikasi fisik langsung dt4 krn siapa tau ada yg menyalahgunakan ektp org lain yg scr fisik serupa tp tak sama (misal org kembar).Sekali aja dukcapil datang kt4 saya diumumkan sehari sblmnya utk bantu warga verifikasi KTP digital dt4 ini jemput bola yg bagus!Hanya saja sayangnya app ini blm jelas pemakaian real d dunia nyata spt apa krn urusan administrasi dnegara ini msh serba fotocopy melulu.Sampe perpanjang sim stnk paspor msh fotocopy ektp jd ini aplikasi digital masih blm benar2 digunakan real msh sebatas kolektif warga aja dulu.Kedua yg bikin sesal adalah app ini hanya berjalan di 1 perangkat saja sdgkan jaman Now warga udah umum punya minimal 2hp!Shrsnya ada sistem tambah di perangkat baru dan di acc di perangkat pertama bukan malah dibatasi hanya bisa diakses di 1 perangkat saja klo diakses di perangkat baru maka hak akses di perangkat pertama langsung kehapus itu logika IT yg ga sesuai karakteristik warga indonesia yg punya multi devices!,1,False,BanhMiAhoi,Ya Sudahlah
2024-05-21 07:38:11,"Pendaftaran akun saja harus pakai QR dari petugas Dukcapil. Artinya harus bertemu dgn petugas lagi, sedangkan aplikasi dibuat agar semua urusan selesai secara online. Apa gunanya aplikasi kalau begitu? Informasi dalam aplikasi juga tidak jelas, membuat bingung dalam pengisiannya.",1,False,Jogsekala,Informasi Aplikasi Tidak Jelas
2024-05-21 03:40:14,Hei pemerintah tolong lah.. anda bikin aplikasi kok masih nyusahin masyarakat? Ini tuh kek mana ya konsep aplikasinya,1,False,Lymolymo,Aplikasi sampah
2024-05-20 06:58:11,"Pas mau registrasi ktp , pas mau masuk ke Photo tiba” aplikasi terkeluar sendiri wkwkwk",1,False,Wirayudamarpaung,Hm
2024-05-16 01:13:43,memuat untuk membuka aplikasi sangat lamma,2,False,riooooooiiiisosi,loading terlalu lama
2024-05-15 13:19:32,Buat apa download aplikasi kalau ujungnya mesti ke dukcapil juga ? ONLINE harusnya ga perlu ke kantor duckcapil lagi,1,False,ronaldwi,Aplikasi online buat apa? Harus ke dukcapil juga
2024-05-15 07:40:31,"Gajelas wkwkwk ujung2nya ttp disuruh dateng ke kelurahan, kapan mau maju ini negara",1,False,Kepinnn,ONLINE TAPI TETAP SURUH DATENG
2024-05-15 03:46:49,"Kk lewat email lewat sebulan tidak bisa dibuka lagi lalu suruh buka lewat apk idk ternyata sama aja ga bisa dibuka,, ini servernya yg overload atau emang apknya yg belum siap pakai
Please deh ini pelayanan utk masyarakat tapi kinerjanya seperti ini",1,False,dk212013,Tidak bisa dibuka
2024-05-13 03:40:10,"Saya minta cetak KK, sudah sebulan tidak ada perkembangan, datang ke Kelurahan, dianjurkan manual saja krn katanya memang di aplikasi tidak ada yg merespon. 😢",2,False,TeguhBdy,Tidak ada yg merespon layanan.
2024-05-14 11:23:19,Bayar pajak terus tapi buat bayar orang kerja ga bener. Aplikasi online tapi tetep scan offline. Agak aneh emang,1,False,Kamalshahab,Disuruh online setengah”
2024-04-26 02:42:31,Pas buka aplikasi nya malah menghubungkan mulu padahal jaringan nya bagus,2,False,Ahahha fast,Oks
2024-05-11 08:13:57,"Sudah bagus digital sangat dimudahkan cukup dari gengaman tangan, tetapi kenapa harus registrasi mengunjungi Dukcapil setempat, kalau tinggalnya dekat dengan kota Lha kalau tinggalnya jauh dari kota mau ngurus harus menempuh perjalanan yang jauh terus gimana. Koq tak terpikirkan sepertinya",1,False,Danang Priyono,Ribet
2024-05-04 05:17:38,"Aplikasi tolol, app buatan indo malah menyusahkan bukan mempermudah🤡🤡🤡🤡🤡🤡",1,False,jeiangqcjncnwiiwhsOoalpq,Tolol🤡🤡🤡🤡🤡🤡
2024-05-01 01:40:21,"Saya pengajuan pembuatan akte sudah 2 minggu ga ada penjelasan sampai sekarang,entah di kerjain entah gimana,tolong kalo sistem mau pakai aplikasi seperti ini buat team khusus biar ga kaya gini,aplikasi sering kali erorr ,dan pengajuan diem aja ga ada perubahan proses nya.
Saya mau tanya
Kenapa sih urusan kependudukan ini Selalu RIBET,datang langsung ribet,ini udah pake aplikasi bukan nya mudah malah ribet juga",1,False,Jojon88,Aplikasi tidak Bermutu
2024-04-29 05:05:50,"Aplikasi buruk, nyampe capil urus ktp rusak, ktp jadi gabole di ambil kalo belum log in ikd dan scan barcode. Gimana mau log in sedangkan aplikasi muter muter terus gak bisa log in. Sekalinya bisa log in pasti selalu nyalahin sinyal padahal sinyal full kuota BANYAKKKK LOL",1,False,Gibran bagus,1
2024-04-27 06:32:20,"Admin, mohon penjelesannya dan info nya. untuk aplikasi ini menu di menu dokumen ada pilihan KK dan KTP .pada saat sya ingin mmbagikan KK jika di bagikan muncul barcode untuk dipindai, fungsi nya ini apa ya??? karena saya pindai pun tidak bisa (situs tidak terdaftar) tanpa dibagikan pun KK nya hanya “lihat” di screenshot juga ngga bisa padahal lagi butuh. ini bagaimana ya mohon penjelasannya.",1,False,Arws smbg,perihal dokumen KK
2024-04-26 20:18:07,Aplikasi tolol ga guna!!,1,False,ada ajja,APK GAJELAS!
2024-04-26 02:29:05,jangan berharap tinggi sama aplikasi berlogo garuda,1,False,cloudizerjogja,i n d o n e s i a
2024-04-04 03:43:15,"Sudah lama-lama antri untuk aktivasi IKD, pas mau discan barcode, kamera tidak bisa membaca barcodenya. Disuruh ganti hape. Mohon diperbaiki lagi.",3,False,Maminaniz,Aktivasi IKD
2024-04-25 02:52:42,"Aplikasinya ga bisa dipake. Force closed terus pada saat ambil foto. Pas buka lagi, dari awal lagi input NIK, dll.
Ga bisa dipakai. Tolong diperbaiki.",1,False,MRDamanhuri,Force closed
2024-04-24 12:53:33,Sya udh berulang kai scan tidak bisa membaca…invalid,2,False,Hery latif,Tidak bisa scan
2024-04-24 07:19:31,"Mau register harus ke dukcapil untuk dapat qr. Buat apa si… 
Harusnya bisa lebih di simplekan. Biar semua itu online. Klo harus datang ke dukcapil ma sama aja boong…",1,False,errorrerrorr,Register aja ribet
2024-04-24 04:15:53,"Bintang 1 dulu, fitur pelayanan ga berfungsi.",1,False,santo ignacio,Fitur pelayanan ga berfungsi
2024-04-23 01:31:21,"apapun urusan anda, contoh misalkan buat pasor, mesti menunjukan fisik eKTP dan fotokopi eKTP lawak banget, eKTP masih di fotokopi hari gini??? terus melampirkan KK asli dan fotokopi KK, gila lu ndro, data-data kan sudah lengkap didalam di eKTP kenapa gak dipakai? juga menunjukan dokumen asli dan melampirkan fotokopi akte / ijazah / buku nikah, buset!! jadi ini digitalisasinya dimana ini?? 2024 masih terbelakang, gayanya canggih memanfaatkan teknologi, lawakan nasional",1,False,iDramous,lawakan nasional best world record
2024-04-22 19:28:43,Apk ga guna maksudnya gimna masak login aja ga bisa gimna mau liat ktp klok login aja ga bisa tolongla admin di perbaiki lgi aplikasinya klok udah gini masyarakat yang repot bolak balik ke kantor ngabis2in biaya aja,2,False,undor undor,Belulok
2024-04-22 05:47:26,"gini nih aplikasi lokal….udah suruh bikin IKD, giliran dah di instal eeeeeeehhhhhh malah ga bisa di buka, saya sudah 4 hari ini install apk ini, tp belum bisa mengaksess…. please di perbaiki",1,False,plenyoen,tidak bisa di buka
2024-04-19 23:34:56,"Ktp saya dihilangkan orang lain, pada saat pengurusan kantor kecamatan katanya harus ada ktp digital , Sudah 1 minggu mau verifikasi wajah, ga pernah bisa, selalu muncul ""ulangi ambil foto""",1,False,D4l3 l40h,Susah Verifikasi wajah
2024-04-19 10:37:40,Mohon perbaikannya karena applikasinya loading trus tidak bisa di buka applikasinya,1,False,sultanfareed,Tidak bisa di buka
2024-04-19 01:27:54,Malah sirih datang ke dulcapil dong 😎,1,False,ggdhdi,Malah sirih datang ke dulcapil dong 😎
2024-04-16 06:13:58,"Klo emg serius bikin aplikasi tu dengerin feedback user, matengin dulu sebelum rilis ke publik. Masih banyak bug, baru download koneksi internet lancar kok ya begitu masuk apk memuatnya ga selesai2. Sia2 gue bayar pajak cm buat bayar sdm yg model begini.",1,False,Zhafam,Aplikasi lawak
2024-04-06 05:13:39,Aplikasi SAMPAH !!!,1,False,Koruptor hukum mati,Sampah
